Species,Dataset,File Name,Tetracycline,Ampicillin,Amoxicillin-Clavulanic acid,Cefoxitin,Ceftiofur,Gentamicin,Ceftriaxone,clusters,split
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1793271.fna,R,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801537.fna,R,R,I,S,S,R,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801538.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801539.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801543.fna,S,R,I,S,S,S,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801544.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801545.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801547.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801548.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801549.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801550.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801551.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801552.fna,R,S,S,S,S,R,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801732.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801733.fna,S,S,S,S,S,S,S,113,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1801735.fna,S,R,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805574.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805577.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805582.fna,R,S,S,S,S,S,S,49,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805588.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805603.fna,R,S,S,S,S,S,S,49,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805612.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805614.fna,S,S,S,S,S,R,S,39,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805623.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805624.fna,S,S,S,S,S,R,S,26,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805628.fna,R,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805652.fna,S,R,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805653.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805656.fna,S,R,I,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805679.fna,R,R,R,R,R,S,I,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1805680.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812788.fna,R,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812805.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812820.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812825.fna,R,R,I,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812831.fna,R,R,R,I,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812835.fna,R,S,S,S,S,S,S,37,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812841.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812844.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812845.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812850.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812851.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812852.fna,S,S,S,S,S,S,S,35,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812858.fna,R,R,S,S,S,S,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812859.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812867.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1812879.fna,S,R,I,S,S,S,S,73,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1813426.fna,S,S,S,S,S,S,S,18,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1813427.fna,S,S,S,S,S,S,S,18,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1813429.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1813435.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1813436.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1813445.fna,R,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1813446.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1813447.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1813455.fna,I,S,S,S,S,S,S,40,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1820091.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1820092.fna,S,R,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1820093.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1820095.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1820096.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1820097.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1820098.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1822293.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1822294.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1822299.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1822300.fna,R,S,S,S,S,S,S,53,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1822307.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1822308.fna,S,S,S,S,S,S,S,19,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1822309.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1822310.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1822313.fna,S,R,R,R,R,S,I,25,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823670.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823677.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823681.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823683.fna,S,S,S,S,S,S,S,86,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823684.fna,S,R,I,S,S,R,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823687.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823688.fna,R,R,S,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823693.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823694.fna,S,S,S,S,S,S,S,37,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823695.fna,S,R,I,S,S,R,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823706.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823707.fna,S,S,S,S,S,R,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823708.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823709.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823711.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1823712.fna,R,R,I,S,S,R,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849329.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849358.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849371.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849376.fna,S,R,S,S,S,R,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849384.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849385.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849386.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849395.fna,S,S,S,S,S,R,S,188,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849399.fna,S,R,S,S,S,R,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849405.fna,S,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849406.fna,R,S,S,S,S,R,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849407.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849412.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849413.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1849414.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1908925.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1908937.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1908939.fna,S,R,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1908954.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1908990.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1908996.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1909005.fna,S,S,S,S,S,S,S,27,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1909006.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1910750.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1910751.fna,S,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1910755.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1910756.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1910773.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1914396.fna,S,R,R,R,R,S,I,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1914398.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1914404.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1914405.fna,S,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1914406.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1914407.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1914408.fna,R,R,R,R,R,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1916369.fna,S,S,S,S,S,S,S,39,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1916370.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1916371.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1916376.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1916387.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1916388.fna,R,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1916389.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1916394.fna,S,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1923640.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1923641.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1923642.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1923643.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1923644.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1923645.fna,S,S,S,S,S,S,S,113,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1923646.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946860.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946883.fna,R,R,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946891.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946897.fna,R,S,S,S,S,S,S,32,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946905.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946908.fna,S,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946913.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946915.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946917.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946922.fna,R,S,S,S,S,S,S,7,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946933.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946937.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946938.fna,R,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946947.fna,S,R,R,R,R,S,I,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946953.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946956.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946958.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946967.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946970.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946971.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946973.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946974.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946976.fna,S,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946986.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1946995.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1947000.fna,R,S,S,S,S,R,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1947001.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1947002.fna,R,S,S,S,S,S,S,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1947012.fna,R,R,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1947022.fna,S,R,I,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1947037.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1947038.fna,R,R,R,R,R,R,R,125,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1947041.fna,R,S,S,S,S,R,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951833.fna,S,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951840.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951841.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951842.fna,R,R,I,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951843.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951844.fna,R,S,S,S,S,S,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951845.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951846.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951851.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951852.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951853.fna,S,S,S,S,S,S,S,34,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951854.fna,S,S,S,S,S,S,S,21,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951855.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951856.fna,R,R,I,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951865.fna,S,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951866.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951867.fna,S,S,S,S,S,S,S,32,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951868.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951869.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951870.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951871.fna,R,S,S,S,S,R,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951873.fna,R,S,S,S,S,R,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951874.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951875.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951876.fna,S,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951877.fna,R,R,R,R,R,R,R,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951881.fna,R,R,I,S,S,R,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951882.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1951883.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1967103.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973648.fna,S,S,S,S,S,S,S,53,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973650.fna,R,S,S,S,S,S,S,15,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973682.fna,R,S,S,S,S,S,S,29,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973696.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973701.fna,R,S,S,S,S,S,S,29,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973703.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973720.fna,R,R,S,S,S,R,S,28,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973721.fna,S,S,S,S,S,S,S,52,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973816.fna,R,S,S,S,S,S,S,29,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973838.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973854.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973885.fna,S,R,R,R,R,S,I,25,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973886.fna,S,R,R,R,R,S,S,82,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973982.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1973989.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1974001.fna,S,R,I,S,S,R,S,1,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1974083.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1974084.fna,S,S,S,S,S,S,S,2,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980608.fna,R,R,R,R,R,S,I,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980610.fna,S,R,I,S,S,R,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980617.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980618.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980619.fna,R,S,S,S,S,S,S,65,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980731.fna,S,S,S,S,S,S,S,37,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980732.fna,R,S,S,S,S,R,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980733.fna,S,S,S,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980736.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980737.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980738.fna,S,S,S,S,S,S,S,16,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1980739.fna,S,S,S,S,S,S,S,9,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982114.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982132.fna,R,R,R,R,R,S,R,6,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982138.fna,S,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982151.fna,S,S,S,S,S,S,S,50,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982165.fna,R,S,S,S,S,S,S,29,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982179.fna,S,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982187.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982193.fna,S,S,S,S,S,S,S,27,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982194.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982201.fna,R,R,R,R,R,S,I,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982207.fna,R,R,S,S,S,R,S,45,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982211.fna,S,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982219.fna,S,S,S,S,S,R,S,39,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982220.fna,S,S,S,S,S,S,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982229.fna,S,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1982235.fna,R,S,S,S,S,S,S,0,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1998955.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1998972.fna,S,R,I,S,S,R,S,10,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1998976.fna,R,S,S,S,S,S,S,14,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR1998980.fna,R,R,I,S,S,S,S,4,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2002456.fna,R,S,S,S,S,S,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2002470.fna,R,S,S,S,S,S,S,11,test
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2002476.fna,S,S,S,S,S,S,S,20,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2002479.fna,S,S,S,S,S,R,S,5,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2002480.fna,S,S,S,S,S,S,S,43,train
Salmonella enterica,PRJNA292666 & PRJNA292661,SRR2002481.fna,S,S,S,S,S,S,S,39,train
