Species,Project Number,Database,ID,Link,Study DOI
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1823695,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1823706,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1823707,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1823708,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1823709,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1823711,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1823712,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849329,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849358,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849371,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849376,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849384,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849385,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849386,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849395,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849399,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849405,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849406,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849407,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849412,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849413,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1849414,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1908925,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1908937,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1908939,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1908954,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1908990,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1908996,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1909005,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1909006,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1910750,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1910751,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1910755,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1910756,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1910773,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1914396,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1914398,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1914404,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1914405,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1914406,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1914407,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1914408,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1916369,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1916370,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1916371,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1916376,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1916387,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1916388,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1916389,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1916394,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1923640,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1923641,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1923642,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1923643,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1923644,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1923645,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1923646,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946860,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946883,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946891,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946897,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946905,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946908,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946913,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946915,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946917,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946922,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946933,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946937,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946938,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946947,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946953,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946956,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946958,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946967,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946970,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946971,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946973,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946974,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946976,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946986,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1946995,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1947000,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1947001,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1947002,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1947012,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1947022,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1947037,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1947038,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1947041,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951833,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951840,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951841,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951842,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951843,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951844,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951845,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951846,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951851,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951852,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951853,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951854,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951855,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951856,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951865,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951866,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951867,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951868,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
Salmonella enterica,PRJNA292666/PRJNA292661,NCBI,SRR1951869,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292661 https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA292666,https://doi.org/10.1128/jcm.01260-18
